user_id,age,gender,city,platform,ad_type,ad_category,clicked,converted,spend_egp,timestamp,device_type,os,traffic_source,campaign_id,ad_id,ad_text,conversion_value_egp,impression_count_per_user
37,49,F,Giza,Instagram,Video,Food & Beverage,0,0,31,2025-01-19 20:02:00,Desktop,Windows,Paid,1073,5016,Order online fast delivery,1679,5
38,31,M,Luxor,Facebook,Video,Food & Beverage,1,1,36,2025-01-03 16:45:00,Desktop,iOS,Paid,1020,5085,Check our new collection,0,6
39,41,M,Alexandria,Facebook,Display,Food & Beverage,1,0,39,2025-02-17 23:24:00,Tablet,Windows,Organic,1019,5008,Check our new collection,0,9
40,52,M,Luxor,Instagram,Search,Gaming,1,0,19,2025-03-06 05:41:00,Mobile,Android,Paid,1100,5079,Top-rated gadgets on sale,0,2
41,56,F,Alexandria,Facebook,Video,Electronics,0,0,47,2025-01-15 06:24:00,Desktop,Windows,Social,1012,5040,Top-rated gadgets on sale,0,9
42,39,F,Alexandria,Google Ads,Display,Fashion,0,0,2,2025-01-15 22:37:00,Tablet,Android,Paid,1099,5094,Limited offer!,0,8
43,52,F,Cairo,Google Ads,Display,Food & Beverage,0,0,13,2025-01-30 01:29:00,Mobile,Windows,Organic,1056,5071,Buy now and save 20%,0,6
44,29,M,Alexandria,Facebook,Video,Electronics,0,0,14,2025-01-31 19:24:00,Desktop,Android,Organic,1058,5052,Book your travel today,0,1
45,46,M,Aswan,Google Ads,Display,Fashion,0,0,35,2025-02-04 07:46:00,Desktop,Windows,Paid,1048,5023,Check our new collection,0,2
46,22,M,Giza,Instagram,Display,Electronics,0,0,40,2025-03-25 15:04:00,Desktop,iOS,Organic,1004,5050,Buy now and save 20%,0,6
47,34,F,Mansoura,Instagram,Video,Travel,0,0,2,2025-01-13 22:24:00,Tablet,Android,Organic,1037,5057,Order online fast delivery,0,3
48,57,M,Cairo,YouTube,Display,Electronics,0,0,41,2025-02-25 03:46:00,Tablet,iOS,Organic,1028,5007,Check our new collection,0,2
49,56,F,Cairo,Instagram,Display,Electronics,0,0,5,2025-02-17 22:07:00,Mobile,Android,Organic,1026,5004,Check our new collection,1361,4
50,28,M,Mansoura,Facebook,Display,Electronics,0,0,44,2025-01-08 04:09:00,Tablet,iOS,Paid,1060,5040,Top-rated gadgets on sale,867,10
51,18,F,Mansoura,Facebook,Video,Fashion,1,0,32,2025-01-12 09:15:00,Tablet,Windows,Paid,1046,5014,Book your travel today,1945,1
52,23,F,Alexandria,Instagram,Display,Food & Beverage,1,0,15,2025-02-09 08:54:00,Tablet,iOS,Organic,1075,5026,Top-rated gadgets on sale,0,1
53,18,F,Giza,Instagram,Display,Food & Beverage,1,0,26,2025-01-16 09:55:00,Tablet,Windows,Social,1079,5060,Buy now and save 20%,0,10
54,53,F,Aswan,Facebook,Search,Gaming,1,0,36,2025-02-20 17:52:00,Tablet,Windows,Paid,1047,5017,Book your travel today,0,1
55,21,M,Cairo,Instagram,Video,Fashion,0,0,50,2025-03-12 21:28:00,Mobile,Windows,Social,1014,5082,Order online fast delivery,0,8
56,31,M,Cairo,Facebook,Video,Electronics,0,1,4,2025-03-01 20:40:00,Tablet,iOS,Organic,1095,5039,Top-rated gadgets on sale,0,4
57,45,M,Aswan,Google Ads,Video,Gaming,0,0,34,2025-02-18 11:17:00,Tablet,Android,Organic,1089,5097,Check our new collection,0,5
58,59,F,Cairo,Facebook,Display,Fashion,0,1,33,2025-02-25 09:24:00,Desktop,Android,Social,1065,5052,Limited offer!,0,1
59,45,F,Aswan,Facebook,Display,Fashion,0,0,14,2025-03-08 02:57:00,Tablet,Windows,Social,1084,5070,Limited offer!,1143,5
60,36,F,Alexandria,Google Ads,Display,Travel,1,1,17,2025-01-04 18:34:00,Desktop,Windows,Organic,1002,5100,Limited offer!,0,10
61,34,M,Cairo,Facebook,Display,Food & Beverage,1,0,49,2025-01-24 11:24:00,Desktop,Android,Social,1042,5022,Buy now and save 20%,0,2
62,45,M,Cairo,Facebook,Display,Travel,0,0,3,2025-01-02 15:53:00,Mobile,Android,Paid,1022,5060,Order online fast delivery,0,9
63,32,F,Luxor,Instagram,Display,Food & Beverage,0,0,13,2025-03-17 08:19:00,Desktop,Android,Social,1007,5003,Check our new collection,0,4
64,52,F,Alexandria,YouTube,Display,Fashion,0,0,32,2025-01-27 22:32:00,Tablet,Android,Social,1008,5045,Order online fast delivery,0,5
65,57,F,Cairo,Facebook,Display,Electronics,1,0,36,2025-02-10 01:45:00,Mobile,iOS,Paid,1057,5013,Limited offer!,635,9
66,34,M,Luxor,Facebook,Video,Electronics,0,0,49,2025-02-08 23:22:00,Tablet,Android,Social,1053,5046,Top-rated gadgets on sale,0,9
67,49,M,Alexandria,YouTube,Display,Travel,0,0,33,2025-01-04 12:34:00,Tablet,iOS,Paid,1043,5061,Check our new collection,0,7
68,58,F,Mansoura,Instagram,Display,Gaming,0,0,16,2025-02-03 22:58:00,Mobile,Windows,Paid,1068,5043,Buy now and save 20%,0,10
69,58,F,Cairo,Facebook,Display,Electronics,0,0,50,2025-03-18 05:56:00,Tablet,Android,Social,1083,5081,Limited offer!,0,9
70,56,F,Mansoura,Facebook,Video,Electronics,1,1,24,2025-02-21 02:19:00,Mobile,Android,Organic,1061,5004,Order online fast delivery,0,1
71,49,M,Mansoura,YouTube,Display,Electronics,0,0,46,2025-01-13 07:10:00,Mobile,Android,Organic,1065,5073,Book your travel today,1284,1
72,43,F,Mansoura,Facebook,Search,Gaming,0,0,7,2025-01-03 08:03:00,Mobile,iOS,Organic,1073,5092,Check our new collection,633,7
73,40,F,Luxor,Instagram,Video,Food & Beverage,0,0,10,2025-03-24 23:57:00,Tablet,Windows,Paid,1078,5037,Limited offer!,0,2
74,46,M,Cairo,Instagram,Display,Gaming,0,0,13,2025-01-05 11:32:00,Tablet,iOS,Paid,1044,5098,Order online fast delivery,0,9
75,53,M,Cairo,Google Ads,Video,Electronics,1,0,13,2025-02-15 18:00:00,Tablet,Windows,Paid,1040,5092,Order online fast delivery,0,9
76,35,M,Aswan,Google Ads,Search,Food & Beverage,1,0,17,2025-01-20 02:26:00,Mobile,Android,Organic,1014,5076,Book your travel today,0,7
77,43,F,Alexandria,YouTube,Display,Gaming,0,0,16,2025-02-15 00:41:00,Mobile,Android,Paid,1080,5100,Buy now and save 20%,0,5
78,50,M,Giza,Instagram,Video,Fashion,0,1,10,2025-01-10 01:23:00,Tablet,Windows,Organic,1052,5055,Limited offer!,0,2
79,52,M,Giza,Google Ads,Video,Food & Beverage,0,0,41,2025-03-27 17:09:00,Desktop,Windows,Social,1044,5064,Top-rated gadgets on sale,0,9
80,31,M,Cairo,Instagram,Search,Food & Beverage,0,0,33,2025-03-31 22:35:00,Mobile,Android,Social,1019,5066,Top-rated gadgets on sale,0,10
81,30,M,Luxor,Facebook,Display,Fashion,0,0,15,2025-02-01 22:37:00,Desktop,iOS,Paid,1013,5020,Book your travel today,0,5
82,39,F,Mansoura,Google Ads,Display,Food & Beverage,0,0,26,2025-03-15 17:25:00,Tablet,iOS,Paid,1062,5001,Order online fast delivery,0,3
83,36,F,Alexandria,Google Ads,Display,Electronics,0,0,3,2025-03-20 07:09:00,Tablet,Windows,Social,1054,5064,Book your travel today,0,3
84,45,M,Mansoura,Google Ads,Video,Fashion,0,0,48,2025-01-23 22:42:00,Desktop,Android,Organic,1003,5018,Limited offer!,0,10
85,56,M,Mansoura,Google Ads,Display,Gaming,0,0,6,2025-01-04 08:17:00,Mobile,Android,Organic,1031,5062,Check our new collection,0,3
86,57,M,Alexandria,Facebook,Display,Travel,0,0,38,2025-03-09 22:41:00,Desktop,iOS,Social,1084,5086,Check our new collection,0,6
87,21,F,Cairo,Facebook,Display,Electronics,1,0,2,2025-03-14 22:40:00,Mobile,Android,Social,1047,5089,Book your travel today,0,3
88,43,F,Giza,YouTube,Display,Food & Beverage,0,1,37,2025-02-02 03:23:00,Tablet,Windows,Organic,1074,5024,Top-rated gadgets on sale,0,7
89,54,M,Aswan,Google Ads,Video,Fashion,1,1,19,2025-01-06 12:20:00,Desktop,Windows,Social,1021,5092,Check our new collection,0,10
90,52,M,Alexandria,Google Ads,Video,Food & Beverage,0,0,36,2025-01-04 15:48:00,Desktop,Android,Paid,1060,5015,Check our new collection,0,1
91,48,M,Giza,YouTube,Video,Travel,0,0,10,2025-01-21 13:15:00,Desktop,Windows,Paid,1044,5007,Order online fast delivery,0,10
92,19,M,Cairo,Facebook,Display,Fashion,0,0,27,2025-01-27 05:00:00,Mobile,Android,Social,1015,5049,Order online fast delivery,0,4
93,31,F,Luxor,Instagram,Search,Food & Beverage,0,0,37,2025-02-17 01:40:00,Tablet,Windows,Paid,1054,5005,Check our new collection,0,8
94,41,M,Alexandria,Facebook,Video,Fashion,1,0,42,2025-01-07 19:37:00,Desktop,Android,Organic,1042,5019,Limited offer!,0,2
95,20,M,Alexandria,Instagram,Search,Gaming,0,0,41,2025-01-05 06:46:00,Tablet,Windows,Social,1090,5045,Check our new collection,0,5
96,34,M,Giza,Facebook,Search,Travel,1,1,30,2025-01-20 07:58:00,Mobile,Windows,Paid,1055,5036,Check our new collection,0,4
97,33,F,Giza,Google Ads,Video,Food & Beverage,1,0,39,2025-01-22 08:33:00,Desktop,Windows,Paid,1074,5057,Check our new collection,0,8
98,59,M,Mansoura,Google Ads,Display,Gaming,0,0,6,2025-03-26 05:22:00,Desktop,Windows,Organic,1085,5000,Check our new collection,0,2
99,40,M,Luxor,Instagram,Display,Fashion,1,0,14,2025-03-17 23:13:00,Tablet,iOS,Paid,1085,5040,Book your travel today,0,5
100,32,F,Alexandria,Google Ads,Display,Travel,0,0,33,2025-03-30 20:46:00,Mobile,iOS,Organic,1072,5015,Book your travel today,0,2
101,21,F,Giza,YouTube,Display,Electronics,1,0,37,2025-03-01 17:39:00,Tablet,Android,Organic,1016,5058,Book your travel today,1405,2
102,53,F,Mansoura,Facebook,Video,Fashion,1,0,24,2025-02-01 23:28:00,Mobile,Windows,Social,1062,5006,Top-rated gadgets on sale,0,4
103,56,M,Giza,Google Ads,Video,Food & Beverage,1,1,8,2025-03-29 10:02:00,Tablet,Windows,Organic,1045,5050,Limited offer!,0,10
104,44,F,Giza,Facebook,Search,Travel,0,0,17,2025-02-08 00:59:00,Mobile,Windows,Social,1086,5081,Book your travel today,1528,2
105,22,F,Cairo,Facebook,Video,Electronics,0,0,28,2025-01-04 02:34:00,Tablet,Windows,Social,1013,5034,Book your travel today,0,1
106,52,M,Giza,Facebook,Display,Travel,1,0,39,2025-03-24 14:08:00,Tablet,Windows,Paid,1032,5031,Limited offer!,0,3
107,51,F,Alexandria,Instagram,Display,Travel,1,0,26,2025-03-08 06:54:00,Tablet,Windows,Organic,1058,5046,Limited offer!,0,8
108,38,F,Cairo,Facebook,Display,Gaming,0,0,30,2025-01-18 13:17:00,Tablet,Windows,Organic,1094,5023,Top-rated gadgets on sale,0,1
109,52,M,Giza,Facebook,Video,Travel,0,0,19,2025-01-24 06:21:00,Desktop,Android,Organic,1074,5004,Book your travel today,0,8
110,53,M,Luxor,Google Ads,Display,Gaming,1,1,32,2025-02-02 07:55:00,Tablet,iOS,Paid,1017,5050,Buy now and save 20%,0,2
111,29,M,Cairo,Google Ads,Display,Electronics,0,0,47,2025-02-22 15:20:00,Mobile,iOS,Organic,1077,5034,Buy now and save 20%,0,9
112,39,F,Giza,YouTube,Display,Food & Beverage,0,0,31,2025-03-24 19:20:00,Tablet,Android,Organic,1064,5010,Top-rated gadgets on sale,0,2
113,36,M,Alexandria,YouTube,Search,Food & Beverage,0,0,20,2025-02-18 20:55:00,Desktop,iOS,Social,1027,5007,Limited offer!,0,9
114,44,F,Luxor,Facebook,Display,Food & Beverage,0,0,17,2025-01-12 23:52:00,Tablet,Android,Social,1099,5026,Check our new collection,0,8
115,47,M,Cairo,Facebook,Search,Fashion,0,0,21,2025-03-01 19:59:00,Tablet,Windows,Social,1032,5014,Check our new collection,0,9
116,44,M,Mansoura,Instagram,Display,Fashion,0,0,15,2025-01-04 04:50:00,Desktop,iOS,Organic,1058,5004,Top-rated gadgets on sale,0,6
117,18,F,Mansoura,Facebook,Search,Electronics,1,0,31,2025-03-29 08:52:00,Desktop,iOS,Paid,1051,5075,Buy now and save 20%,0,2
118,39,M,Giza,Google Ads,Video,Travel,0,0,44,2025-01-11 15:46:00,Desktop,Windows,Organic,1048,5072,Top-rated gadgets on sale,0,7
119,41,F,Luxor,Instagram,Display,Gaming,1,0,2,2025-01-05 03:36:00,Desktop,iOS,Social,1038,5076,Order online fast delivery,0,3
120,36,M,Cairo,Facebook,Video,Gaming,0,0,11,2025-02-14 09:55:00,Mobile,Windows,Paid,1070,5029,Order online fast delivery,0,9
121,50,M,Cairo,Instagram,Search,Gaming,1,0,19,2025-01-11 16:50:00,Mobile,Android,Paid,1003,5008,Limited offer!,0,7
122,43,M,Alexandria,Facebook,Display,Electronics,1,0,36,2025-01-04 08:33:00,Tablet,Android,Social,1032,5034,Book your travel today,0,3
123,22,F,Giza,Instagram,Video,Food & Beverage,0,1,38,2025-02-13 10:11:00,Tablet,iOS,Paid,1002,5072,Order online fast delivery,0,7
124,42,M,Cairo,Facebook,Video,Electronics,1,1,6,2025-03-10 08:28:00,Desktop,Android,Paid,1026,5064,Book your travel today,0,10
125,40,M,Luxor,Facebook,Video,Travel,0,0,21,2025-02-17 00:02:00,Mobile,Android,Social,1085,5000,Buy now and save 20%,0,3
126,25,M,Giza,Facebook,Video,Food & Beverage,1,1,18,2025-02-26 17:06:00,Tablet,iOS,Paid,1028,5082,Buy now and save 20%,0,2
127,24,F,Cairo,Facebook,Video,Electronics,1,0,21,2025-01-24 00:58:00,Tablet,Android,Paid,1033,5084,Book your travel today,0,3
128,18,M,Giza,Instagram,Display,Fashion,0,0,17,2025-02-24 10:38:00,Desktop,iOS,Organic,1081,5080,Top-rated gadgets on sale,0,7
129,21,M,Cairo,Facebook,Display,Electronics,1,0,9,2025-01-04 11:42:00,Tablet,Windows,Social,1044,5096,Top-rated gadgets on sale,1242,10
130,36,F,Cairo,YouTube,Video,Fashion,0,0,44,2025-03-24 22:57:00,Mobile,Android,Organic,1040,5047,Buy now and save 20%,1394,7
131,56,M,Cairo,Facebook,Display,Fashion,1,0,4,2025-01-24 01:18:00,Mobile,Android,Organic,1065,5044,Order online fast delivery,0,9
132,20,M,Mansoura,Instagram,Display,Gaming,1,0,10,2025-01-02 15:07:00,Desktop,iOS,Organic,1038,5099,Check our new collection,0,9
133,20,F,Cairo,YouTube,Video,Gaming,1,0,9,2025-01-19 07:25:00,Desktop,Android,Organic,1041,5059,Top-rated gadgets on sale,0,8
134,46,F,Luxor,Instagram,Video,Food & Beverage,0,0,45,2025-03-16 07:28:00,Mobile,Android,Organic,1000,5036,Limited offer!,0,2
135,60,F,Cairo,YouTube,Display,Electronics,1,0,13,2025-02-28 16:24:00,Desktop,Android,Organic,1026,5013,Check our new collection,0,3
136,35,M,Giza,Google Ads,Display,Electronics,1,0,50,2025-01-21 17:06:00,Tablet,iOS,Paid,1050,5065,Order online fast delivery,0,2
137,55,F,Cairo,Google Ads,Video,Electronics,0,0,9,2025-03-31 18:37:00,Mobile,Android,Organic,1038,5059,Limited offer!,0,8
138,28,M,Mansoura,Instagram,Search,Gaming,1,0,43,2025-01-20 15:17:00,Mobile,Android,Paid,1081,5064,Order online fast delivery,1325,6
139,32,M,Cairo,Google Ads,Display,Gaming,1,0,37,2025-02-04 18:51:00,Desktop,Android,Paid,1068,5052,Check our new collection,1538,1
140,42,M,Aswan,Facebook,Display,Electronics,1,0,16,2025-02-14 08:15:00,Mobile,iOS,Organic,1078,5073,Top-rated gadgets on sale,0,1
141,48,M,Alexandria,Instagram,Video,Food & Beverage,1,0,6,2025-03-23 05:22:00,Tablet,Windows,Paid,1059,5058,Limited offer!,0,1
142,38,M,Alexandria,Facebook,Display,Food & Beverage,0,0,30,2025-01-01 18:38:00,Tablet,Android,Organic,1053,5075,Book your travel today,0,9
143,56,F,Alexandria,Google Ads,Display,Food & Beverage,0,0,44,2025-01-14 06:06:00,Mobile,Windows,Social,1039,5054,Buy now and save 20%,0,7
144,52,F,Mansoura,Instagram,Display,Electronics,0,0,40,2025-01-15 13:53:00,Tablet,iOS,Paid,1001,5060,Limited offer!,0,1
145,46,F,Aswan,YouTube,Display,Gaming,1,0,2,2025-03-28 20:09:00,Mobile,Android,Organic,1047,5040,Check our new collection,0,8
146,26,M,Cairo,Facebook,Display,Fashion,1,0,44,2025-01-12 09:32:00,Desktop,Android,Organic,1014,5075,Buy now and save 20%,0,3
147,31,M,Alexandria,Facebook,Display,Food & Beverage,0,0,34,2025-01-01 22:48:00,Tablet,iOS,Social,1080,5077,Limited offer!,0,10
148,31,M,Aswan,Facebook,Display,Electronics,1,0,2,2025-01-29 15:49:00,Tablet,Windows,Organic,1056,5093,Check our new collection,0,4
149,27,F,Giza,Instagram,Display,Travel,0,0,15,2025-03-17 12:10:00,Mobile,Android,Social,1004,5063,Check our new collection,1889,9
150,54,M,Cairo,Facebook,Display,Travel,0,0,27,2025-01-29 00:32:00,Mobile,Android,Paid,1008,5026,Buy now and save 20%,851,9
151,30,M,Cairo,Instagram,Display,Electronics,0,0,42,2025-01-19 19:35:00,Tablet,Android,Organic,1072,5013,Buy now and save 20%,0,5
152,48,F,Alexandria,Instagram,Display,Fashion,1,0,39,2025-02-17 07:22:00,Desktop,Windows,Social,1100,5077,Order online fast delivery,0,9
153,45,F,Giza,Facebook,Video,Electronics,1,0,15,2025-02-07 23:10:00,Tablet,Windows,Paid,1005,5026,Order online fast delivery,1833,5
154,46,F,Cairo,Google Ads,Display,Travel,1,0,15,2025-03-19 23:49:00,Mobile,iOS,Social,1012,5076,Check our new collection,0,1
155,52,M,Alexandria,Instagram,Video,Food & Beverage,1,0,40,2025-02-01 18:12:00,Tablet,Windows,Organic,1040,5093,Buy now and save 20%,0,1
156,33,M,Aswan,YouTube,Display,Food & Beverage,0,0,8,2025-03-17 20:32:00,Mobile,Android,Organic,1036,5086,Check our new collection,0,6
157,26,M,Cairo,YouTube,Search,Food & Beverage,1,0,43,2025-03-04 09:47:00,Mobile,iOS,Organic,1087,5045,Buy now and save 20%,0,8
158,24,F,Luxor,Google Ads,Display,Gaming,0,0,12,2025-03-11 12:20:00,Mobile,Android,Social,1013,5055,Book your travel today,0,7
159,33,F,Cairo,Facebook,Search,Gaming,0,0,45,2025-03-02 10:06:00,Tablet,Windows,Social,1003,5100,Buy now and save 20%,0,1
160,52,F,Cairo,Instagram,Video,Food & Beverage,0,0,35,2025-01-29 17:10:00,Mobile,Windows,Organic,1020,5087,Limited offer!,0,1
161,35,M,Aswan,Facebook,Display,Fashion,0,1,4,2025-02-25 17:16:00,Desktop,Windows,Organic,1078,5002,Top-rated gadgets on sale,496,5
162,52,M,Cairo,Facebook,Display,Food & Beverage,0,0,9,2025-02-28 22:04:00,Mobile,Windows,Paid,1087,5017,Book your travel today,0,2
163,27,M,Cairo,YouTube,Video,Travel,1,1,12,2025-01-07 09:59:00,Mobile,Windows,Social,1054,5096,Order online fast delivery,0,7
164,59,M,Luxor,Facebook,Display,Food & Beverage,0,0,30,2025-02-13 07:44:00,Tablet,iOS,Organic,1009,5052,Limited offer!,0,4
165,28,M,Alexandria,YouTube,Display,Fashion,0,0,5,2025-03-19 00:02:00,Mobile,Windows,Organic,1045,5000,Check our new collection,0,3
166,59,M,Aswan,Instagram,Video,Travel,1,0,28,2025-01-30 05:31:00,Desktop,Windows,Paid,1073,5080,Limited offer!,0,6
167,54,M,Cairo,Facebook,Video,Food & Beverage,0,0,7,2025-03-25 09:32:00,Desktop,Windows,Paid,1034,5058,Check our new collection,0,9
168,36,F,Cairo,Instagram,Video,Gaming,0,0,40,2025-01-12 01:16:00,Desktop,Windows,Paid,1077,5007,Buy now and save 20%,0,2
169,51,M,Mansoura,Facebook,Display,Food & Beverage,0,0,5,2025-01-17 07:04:00,Tablet,Windows,Paid,1035,5075,Check our new collection,0,10
170,18,F,Luxor,YouTube,Display,Food & Beverage,0,0,41,2025-03-29 09:50:00,Mobile,Windows,Social,1038,5076,Check our new collection,457,10
171,50,F,Cairo,Instagram,Display,Food & Beverage,0,0,23,2025-02-27 16:05:00,Desktop,Windows,Organic,1094,5092,Limited offer!,1422,1
172,53,F,Cairo,Facebook,Video,Electronics,0,0,45,2025-03-27 03:05:00,Tablet,Android,Social,1062,5087,Order online fast delivery,0,4
173,30,M,Cairo,Facebook,Display,Fashion,0,1,48,2025-03-22 03:11:00,Tablet,iOS,Paid,1062,5011,Limited offer!,0,10
174,18,M,Mansoura,Facebook,Search,Gaming,0,0,28,2025-01-20 01:37:00,Desktop,iOS,Paid,1043,5086,Limited offer!,0,5
175,32,F,Aswan,Google Ads,Display,Food & Beverage,0,0,21,2025-02-22 01:10:00,Tablet,iOS,Paid,1008,5084,Book your travel today,0,1
176,30,M,Luxor,Facebook,Search,Food & Beverage,1,1,27,2025-03-02 11:47:00,Tablet,iOS,Paid,1013,5027,Limited offer!,0,2
177,34,M,Luxor,YouTube,Video,Fashion,0,0,37,2025-03-25 15:14:00,Mobile,Android,Paid,1019,5043,Buy now and save 20%,0,1
178,24,F,Mansoura,Google Ads,Search,Food & Beverage,1,0,34,2025-02-05 15:01:00,Desktop,Windows,Organic,1048,5067,Book your travel today,0,2
179,18,F,Giza,Google Ads,Search,Fashion,0,0,24,2025-02-08 05:43:00,Tablet,Windows,Paid,1034,5092,Check our new collection,184,6
180,24,M,Alexandria,Instagram,Display,Electronics,0,0,13,2025-03-20 00:14:00,Mobile,Windows,Paid,1088,5027,Buy now and save 20%,0,2
181,45,M,Alexandria,Instagram,Video,Travel,0,0,50,2025-02-15 10:44:00,Tablet,iOS,Organic,1031,5052,Limited offer!,0,6
182,26,F,Luxor,Instagram,Video,Food & Beverage,0,0,34,2025-03-06 16:15:00,Mobile,iOS,Organic,1046,5048,Buy now and save 20%,0,3
183,54,M,Giza,Facebook,Display,Food & Beverage,1,0,22,2025-03-22 22:16:00,Mobile,Android,Social,1078,5011,Order online fast delivery,0,3
184,37,F,Aswan,Instagram,Display,Fashion,0,0,20,2025-03-04 14:34:00,Mobile,Android,Organic,1043,5076,Top-rated gadgets on sale,0,6
